Label,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
1,1505,1160954,27286,21732,22549,18129,12912,14352,10262,12.2,6787,8633,4824,6446,34366,18319,0,49139,12294,11984,28571,0,44179,5317,19944,547235,519,-2.7,38,510378,306514959.3,28312,12437,7.03,223658,13.49,443,13.49,407,0,407,-3928,-443,2375,141596,547674,4,10,0,2,2,2,0,2,8,3,11,0,13,0,2,2,208,30368,6104,6.29,10023,0,6093,0,13212,4305,0,44179,48588,18777,36173,4,32529,21804,0,9622,11836,56124,32037,60161,0,0,11.05,10482,0,0,74766,30655,11836,25832,59493,0,0,0,140.42,0,-3928,0,0,0,0,0,0,28234,68277,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2165,687604,16328,12169,12925,10293,6622,7,5278,5714,3111,3363,1781,1907,11.57,9589,0,5783,21899,0,13847,48531,0,0,21444,318066,176,-2.33,22,303636,67165742,16048,6197,3652,132847,12284,478,12284,347,138,347,-1332,-478,3813,83669,318756,1,4,0,0,0,2,0,2,3,1,5,0,5,0,0,0,114,9843,5.75,11384,0,0,5969,4795,4795,0,0,11601,62378,16.15,0,2,19432,23353,0,0,0,19449,0,64.68,0,5.75,4737,0,5.75,11601,22.46,4795,0,29769,48531,5023,0,0,63.6,0,5794,0,0,0,0,0,0,0,53067,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2994,346328,19908,15.35,15.35,13227,8969,8969,5613,5613,3687,3687,2713,2713,30706,0,0,72676,0,0,0,0,0,0,53954,400194,1,-0.44,27,368165,867869992,24598,15479,8624,157.86,9133,394,9133,187,0,187,-941,-394,-3138,90081,400421,5,11,0,1,1,0,0,0,11,5,11,0,16,0,1,1,162,53954,24416,6.29,0,0,0,0,0,0,0,0,0,0,72676,1,53954,0,0,0,0,30706,72676,0,0,0,0,0,0,0,128914,28421,0,0,0,0,0,0,156.53,0,0,0,0,0,0,0,0,0,74167,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1878,526.15,13742,12692,12692,9743,8121,8121,7034,7034,6322,6322,5303,5303,0,0,0,0,5415,17709,45.07,18237,0,30147,4737,271194,667,-1.02,20,246204,65310912,12.7,4.49,1605,121667,5505,497,5505,119,456,119,456,-497,3383,81369,271404,0,2,2,1,3,1,0,1,2,0,2,0,1,1,1,2,108,9637,5.75,0,0,0,0,0,0,0,0,18908,68453,11457,7.11,4,4737,0,0,4.9,5918,49982,20702,29326,0,5.75,4737,0,5.75,0,31644,11836,5918,43231,18199,0,0,0,12.47,0,0,0,0,0,0,0,0,0,34917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2699,461977,15121,12202,12958,9528,6665,7043,4357,4764,3171,3499,1878,2042,0,4795,0,5907,28568,19634,13176,6066,0,24064,22071,299.14,0.5,-1.46,20,277626,23853651,16594,7968,4283,124579,12137,496,12137,255,212,255,-212,-496,2002,82538,299802,3,5,0,0,0,1,0,1,4,2,6,0,8,0,0,0,112,20687,5.75,0,0,5907,0,4795,0,0,0,25448,19156,19156,23383,1,9531,23196,0,10217,0,13847,39022,22719,0,5.75,15787,5687,5.75,11601,44096,0,0,24205,12133,5023,0,0,67.59,0,5947,0,0,0,0,0,0,0,41497,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3735,101556,8362,4331,5087,4337,1982,2418,1254,1651,0.48,0.83,167,245,18351,21952,0,0,0,0,0,0,0,16338,0,183971,1,-0.1,10,182475,76904,9.9,3338,3838,57714,11219,428,11219,428,2922,294,-4946,-294,2353,22785,184491,0,1,0,0,0,0,0,0,1,0,7,0,3,0,0,0,62,0,0,0,5563,0,12788,4737,0,21952,0,11601,0,0,0,0,26689,11601,0,0,0,18351,0,0,0,0,0,21952,0,11601,18351,4737,0,0,0,0,0,0,9.23,0,4325,0,0,0,0,0,0,55675,-8472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,986,1097.11,23518,20479,21296,17.17,13841,14614,11766,12571,10025,10842,8225,9.02,0,9589,0,23.65,30216,64225,29349,16432,0,34065,4374,492256,679,-1.99,35,456401,318334538.1,22226,8.84,3722,211351,13283,353,13283,233,26,233,26,-353,4256,138252,492689,0,6,3,2,5,1,1,2,6,0,7,0,5,3,2,5,186,4.9,5818,0,11814,0,0,19389,0,4374,0,24974,79441,44655,16536,7,9589,39251,0,14173,35507,44946,44168,24265,0,0,4.9,5818,0,11532,65256,9589,35507,44946,24265,0,10086,0,56.75,0,1598,0,0,0,0,0,0,4762,62307,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1701,682712,22104,19661,19661,14.01,12183,12183,11346,11346,8437,8437,6737,6737,17809,15.32,0,0,30092,29906,38525,5573,13847,32578,0,416329,778,-0.9,30,372294,3363116531,23757,9303,5285,183524,10127,393,10127,81,374,81,-615,-393,5705,124038,416646,3,3,3,0,3,0,0,0,3,3,3,0,6,3,0,3,170,15.32,0,0,0,0,0,0,0,0,0,50993,93108,6421,17809,3,15.32,0,0,0,23169,109712,0,35.45,0,0,0,0,0,0,33129,0,23169,91903,35.45,0,0,0,60.69,0,0,0,0,0,0,0,0,0,62167,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3992,234987,11845,7007,7007,6914,3273,3273,1.99,1.99,967,967,519,519,34578,30343,0,0,0,0,0,0,0,14513,0,227003,1,-2.4,15,222045,1181115,12.6,6115,7945,80631,9832,311,9832,294,845,294,-1546,-311,-1.02,37.76,227085,0,12,0,0,0,0,0,0,9,0,12,0,8,0,0,0,86,14513,13214,6104,0,15.26,0,0,0,0,30343,0,0,0,0,0,29773,0,0,0,0,6104,13214,30343,0,0,0,0,0,0,34578,14513,30343,0,0,0,0,0,157.11,0,0,0,0,0,0,0,0,0,62833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1393,895.38,26043,23002,23818,16958,14334,15382,13519,14808,12067,13326,9378,10534,23038,14696,0,29138,41711,32104,12842,11762,6076,46221,4737,517323,867,-0.85,36,470.4,104935121.4,26745,9.41,3949,221718,13523,461,13523,316,4,316,-619,-461,5251,144694,517776,1,5,3,2,5,0,0,0,6,1,6,0,6,3,2,5,202,14743,11887,0,0,0,5969,9589,0,0,18341,33771,75665,40502,11857,5,19432,23514,0,4.9,33999,115024,12801,12655,0,0,0,0,0,11762,64101,14326,33999,85482,12655,0,0,0,66.84,0,1764,0,0,0,0,0,0,0,73.32,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.41,1053206,27548,22465,22465,19081,13708,13708,9495,9495,6226,6226,4122,4122,12073,14384,0,44415,19262,35953,0,0,90996,0,14211,530267,364,-3.93,39,492357,533884092.1,29623,17555,12924,230845,12488,462,12488,306,147,306,-842,-462,6053,149938,530661,0,6,0,0,0,3,0,3,6,0,6,0,20,0,0,0,206,14211,13214,6104,0,0,17908,14384,0,0,0,90996,55215,19262,0,3,28594,17908,0,0,0,63891,13214,107686,0,0,0,0,0,0,37226,47857,0,55215,90996,0,0,0,78.9,0,0,0,0,0,0,0,0,0,89333,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5083,257414,11621,7146,8935,6061,3598,6822,2755,6763,1649,5526,0.8,3057,26696,14237,0,12966,0,0,0,0,0,0,25307,249017,1,0.22,14,235992,484014,14.22,4384,2853,80071,10717,369,10717,369,39,368,-5302,-368,-1273,47326,249096,7,8,0,0,0,0,0,0,4,6,10,0,5,0,0,0,86,30414,0,0,0,5083,15192,9.13,0,0,0,0,12966,6421,0,0,33.81,15192,0,0,5734,17925,6545,0,0,0,5734,0,0,15192,36308,9.13,0,12842,0,0,0,0,161.31,0,0,0,0,0,0,0,0,21434,33927,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1513,664235,14397,12211,12211,10.22,7712,7712,6297,6297,5138,5138,3913,3913,0,4795,0,12073,17647,23745,12842,6197,24265,16932,4737,284152,471,-1.81,21,264199,129971423,12895,4879,2141,123.63,12447,459,12447,0.34,69,0.34,-193,-459,2.95,81309,284359,1,4,0,2,2,1,1,2,3,1,4,0,3,0,2,2,110,14621,6104,0,0,0,5969,0,4795,0,0,18199,25956,42025,5563,4,9531,16872,0,9884,0,43871,7048,36026,0,0,0,0,0,0,41089,4737,0,36041,30462,0,10903,0,45.33,0,0,0,0,0,0,0,0,0,43667,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2482,392483,13.38,10603,10603,8.63,5709,5709,3912,3912,2337,2337,1503,1503,6042,9589,0,18421,6545,5563,14034,0,30332,10634,4737,250132,385,-1.88,18,232154,9845046,14182,7447,4967,106522,11836,382,11836,245,153,245,-656,-382,454,67769,250298,2,5,0,0,0,1,0,1,3,2,5,0,8,0,0,0,98,15.37,6042,0,11814,0,0,9589,0,0,0,30332,5563,20578,6607,1,14326,11814,0,10634,0,19.51,13717,35895,0,0,10634,0,0,0,31573,20871,0,12487,30332,0,0,0,67.43,0,0,0,0,0,0,0,0,0,45833,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.67,588649,16405,14.86,14.86,10.86,9604,9604,9254,9254,8453,8453,7227,7227,0,9589,0,10.83,17484,43437,31256,6924,6076,13847,0,314225,0.81,-0.92,23,284229,209150769,15599,5037,2057,139648,12147,0.3,12147,155,245,155,245,-0.3,4724,90881,314469,0,2,4,0,4,0,0,0,2,0,2,0,1,3,0,3,126,0,5783,5783,0,0,0,9589,0,0,0,19421,86529,12339,0,4,9589,11566,0,0,34502,72138,0,11649,0,0,0,0,0,0,11566,9589,34502,72138,11649,0,0,0,34.14,0,0,0,0,0,0,0,0,0,46833,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2279,62929,5983,4983,4983,3805,3227,3227,2497,2497,1766,1766,1131,1131,0,0,0,12084,0,12842,12842,0,0,0,11467,112.1,1,-0.08,8,100.08,72495,6046,2464,1202,50238,7.29,676,7.29,-55,0.08,55,-0.08,-676,2402,34687,112176,2,2,1,0,1,0,0,0,0,0,2,0,0,1,0,1,48,11467,0,0,0,0,0,0,0,12084,0,25683,0,0,0,1,0,0,0,0,0,37767,0,11467,0,0,0,0,0,0,12084,0,0,25683,0,0,11467,0,47.6,0,0,0,0,0,0,0,0,0,18667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1697,832174,23311,19692,19692,15125,12406,12406,11102,11102,9633,9633,8052,8052,35479,24597,0,35373,25683,32104,5573,0,19923,6924,4737,446267,808,-1.53,32,408.28,12584735.83,23622,8355,3318,190336,13144,0.45,13144,306,32,306,-1372,-0.45,3523,118541,446584,2,6,4,0,4,0,0,0,6,2,6,0,7,3,0,3,178,14.95,6607,11384,5783,0,5969,14384,0,0,0,32765,74.19,18257,6104,4,29334,17536,0,0,28584,96684,6607,11649,0,0,0,0,0,0,46061,19.12,28584,84979,11649,0,0,0,100.9,0,0,0,0,0,0,0,0,0,76.75,0,2,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1776,672986,21769,17.99,17.99,14507,11.19,11.19,8141,8141,5766,5766,4056,4056,18312,20114,0,17743,32228,19262,5563,6076,55484,5317,0,415272,0.56,-1.95,30,378278,4671223351,24321,13372,8424,180074,11437,393,11437,219,58,219,-589,-393,3147,119812,415574,4,5,1,0,1,1,0,1,4,4,5,0,13,1,0,1,166,20636,0,0,5907,0,0,4795,0,0,0,54636,50509,25304,18312,2,20114,5907,0,5317,11836,70181,6545,60199,0,0,5317,0,0,0,46083,11215,11836,51012,54636,0,0,0,89.79,0,0,0,0,0,0,0,0,0,69.5,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2372,506.26,12303,9921,9921,8121,5475,5475,4438,4438,2875,2875,1721,1721,5415,4795,0,5783,5563,5563,0,36.92,25.98,9968,0,226111,214,-2.03,17,212167,8781076,11455,4454,2228,100549,12399,293,12399,174,54,174,-586,-293,2637,65831,226279,0,3,0,0,0,0,2,2,3,0,3,0,3,0,0,0,86,0,0,5783,0,0,0,14762,0,0,0,6066,37.61,30351,5415,2,4795,5783,0,9968,0,19262,0,60.18,0,0,0,0,0,0,15751,5415,0,29769,49053,0,0,0,42.85,0,0,0,0,0,0,0,0,0,39.25,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,1486,866729,21957,16933,17689,14957,10382,10.76,8025,8432,5799,6168,3988,4173,37127,20426,0,6104,23614,29904,0,12133,30332,0,25812,450145,478,-1.71,31,423699,14348302.17,22483,9833,5039,185312,10.4,488,10.4,124,93,124,-1423,-488,1613,113272,450915,4,7,0,2,2,2,0,2,7,4,8,0,6,0,2,2,168,34637,42373,0,0,0,0,0,0,0,0,35866,41.31,11443,19821,4,34637,11601,0,0,0,49465,19821,64178,0,5.75,4737,0,5.75,11601,70767,15895,0,29215,42465,5023,0,0,108.61,0,6403,0,0,0,0,0,0,0,70042,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2232,973248,18137,13746,14502,11918,7621,7999,5665,6101,4164,4416,2947,3073,5969,14696,0,12328,38496,0,4567,56498,0,0,16338,357077,158,-2.79,25,341665,468921443,17047,6607,3105,148948,12987,497,12987,307,0.17,307,-955,-497,3927,95747,357793,1,5,0,0,0,2,1,3,4,1,6,0,5,0,0,0,128,9843,5.75,0,0,5907,5969,14156,0,0,0,11601,54952,21666,19047,3,19432,34.38,0,4567,0,13345,7.11,64308,0,5.75,4737,0,5.75,11601,28.66,11215,6924,21615,42465,5023,10903,0,68.53,0,5886,0,0,0,0,0,0,1538,56687,1,0,0,0,0,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2322,587579,19416,16577,17393,12353,9835,11727,7003,8751,4576,5182,3029,3594,16127,13524,0,0,12108,37874,32104,24265,0,23469,0,384245,0.7,-1.11,26,348298,365747775,22.93,12308,10139,159405,11215,388,11215,229,509,229,-3268,-388,4164,109975,384586,2,5,0,0,0,1,0,1,4,2,6,0,14,0,0,0,150,10006,0,0,10023,0,0,4722,8418,0,0,51663,56593,5687,12.36,1,13524,15711,0,4.9,0,64897,30612,29829,0,0,4722,5687,0,0,44314,10023,0,70461,24265,0,0,0,69.64,0,-3268,0,0,0,0,0,0,22.43,39922,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
0,2321,459619,20071,16815,16815,12952,10699,10699,7933,7933,5673,5673,4027,4027,18177,19802,0,24.04,44946,12842,19262,0,12152,6924,5107,382272,818,-1.2,27,344237,728293548,23839,13892,10059,163413,12109,481,12109,303,0.02,303,-784,-481,4255,106471,382541,3,5,1,0,1,0,0,0,4,3,5,0,15,1,0,1,156,15.32,5783,0,0,0,5969,9589,0,0,0,44759,50361,19262,12208,1,24909,11753,0,0,11836,102602,0,12152,0,0,0,0,0,0,39.28,9589,11836,90394,12152,0,0,0,94.83,0,0,0,0,0,0,0,0,0,66167,1,2,2,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,3241,644684,16154,10007,10763,9756,5081,5459,3516,3894,2087,2494,1223,1426,23753,19178,0,21961,0,12133,0,6069,10634,0,27076,310995,0,-3.12,21,305589,28594083,15936,6355,3919,121286,11072,474,11072,394,83,394,-1787,-474,258,68698,311637,4,9,0,0,0,1,0,1,5,4,10,0,6,0,0,0,108,20847,0,0,0,0,23753,9589,9589,5262,0,11601,12133,0,28.03,1,29391,46729,5262,0,0,0,10634,22719,0,6069,10634,11375,0,11601,33966,19178,11331,5563,12133,5023,0,0,156.59,0,5811,0,0,0,0,0,0,0,69134,2,0,0,0,0,0,0,0,2,2,4,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1755,896936,18803,15503,16259,13169,9538,9916,6977,7414,5375,5.61,4057,4252,0,4795,0,6093,19696,36.4,27837,4.9,25253,18199,21322,382145,364,-2.33,27,359707,2060941742,18053,7.73,3587,164359,12031,0.45,12031,409,215,409,-215,-0.45,4888,106948,382891,0,4,1,1,2,1,1,2,3,0,5,0,3,0,1,1,140,9637,0,0,0,0,6093,4984,4795,0,0,29307,67496,29882,12301,4,9531,23267,0,9884,0,32607,19696,69509,0,0,0,4795,0,11601,35674,17579,0,42.15,42102,5023,5573,0,42.43,0,6269,0,0,0,0,0,0,0,51176,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2298,418965,13.88,12225,12225,9059,7077,7077,5861,5861,4191,4191,3184,3184,5601,5107,0,0,5918,37.12,6421,7.11,24265,18995,4737,263189,625,-1.06,19,238181,19617523,14351,5931,3097,115743,11189,497,11189,119,295,119,-711,-497,2635,77403,263381,1,3,1,0,1,1,0,1,3,1,3,0,4,1,0,1,106,14743,5.75,0,0,0,0,0,0,0,0,24974,44633,12463,12711,2,9843,0,0,4.9,5918,31284,27.75,29829,0,5.75,4737,0,5.75,0,37756,5601,5918,31247,24265,0,0,0,32.7,0,0,0,0,0,0,0,0,0,38917,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
